Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
2........96..4.....87......84.5.....7..3..9......6..2.5...826...7...5.4...8..3.75,231957468965248731487136259842579316756321984193864527514782693379615842628493175,25,47,9,1,0,0,0,0,0,Intermediate,
.3...1.24..........9..28.5.32..4...18.7.3.....4.5..3..28..5.....7..14...4...7..3.,538761924762495813194328756326947581857132469941586372289653147673814295415279638,27,36,15,3,0,1,0,3,0,Expert,
.....34.......9..1.1.2...3.....4.5.9...7.........9.814..3..8.529.1..4..3..51.....,278613495356479281419285637132846579894751326567392814743968152981524763625137948,25,48,17,0,0,1,0,2,2,Expert,
3....452........6..5......3...2.36...956...3..7.9...45.....9....6......1714....5.,381764529927531864456892713148253697295647138673918245532179486869425371714386952,25,40,15,2,0,0,1,1,0,Expert,
...28.......95.1.391.........8.2.......6438.13......9.28.51..4.......2.64.3......,534281967876954123912367485658129734729643851341875692287516349195438276463792518,26,44,10,1,2,2,0,1,0,Expert,
....6.795..74......26...............9...5..4.1.8.2.9.62......1..71...852......6.7,314268795897435261526179384743691528962857143158324976235786419671943852489512637,25,44,12,0,0,0,0,0,0,Easy,
..9538....7........36.9.......3...49.....2.6...4..6..5..8.634....278....69...57..,429538176571624938836197524267351849915842367384976215758263491142789653693415782,27,81,15,1,0,1,0,4,6,Expert,
...7..6.3....84.....56.9748.83..62..........9..93..57..........7...4.......5..9..,948751623367284195215639748583976214671425839429318576852193467796842351134567982,24,37,20,0,0,0,0,0,0,Easy,
...2..9851....5.7.2........6.25.9......3..2..5.8....9..1.68..3.........1...9.182.,763214985194835672285796143672549318941368257538127496417682539829453761356971824,26,34,21,0,0,5,0,0,0,Intermediate,
.8.9..........8..3....6....75.....6.9....2..13..5..9.88..1.573......91..59..23...,283954617675218493149367285752891364968432571314576928826145739437689152591723846,26,36,19,0,0,1,0,0,0,Intermediate,
..5....211...6.......7.5....745....8...1.2....6..9..5.682...........7....5.4...8.,795348621143269875826715394974536218538172469261894753682953147419687532357421986,23,48,23,0,0,0,0,2,2,Expert,
....8...6.2..7.....463..89...9....61...2.....2..8..3..4....1...7..9....33.8......,973184526825679134146352897589743261634215789217896345492531678761928453358467912,23,49,9,0,0,0,0,0,0,Easy,
....8...1....976..5....68..45..6.2...79..25.6.8..5..9..6..2......7.14...1........,796285431813497625524136879451769283379842516682351794968523147237614958145978362,26,47,8,0,0,0,0,0,0,Easy,
...8693.....1..2.8.....5...2.6..3.819.1.7..2.3.7...6.....652..7.......9....7.1...,412869375569137248738425916256943781981576423347218659194652837675384192823791564,27,48,6,0,0,0,0,0,0,Easy,
7...8.4.......1.82...64..5..3....148..54...3..8...........257.42..7..51.....6...3,726583491354971682891642357639257148175498236482316975913825764268734519547169823,27,37,17,0,0,0,0,0,0,Easy,
4........6..581....9....5..234.9...55.163..8..8.1....2...3..62.3............258..,415976238623581947798243516234798165571632489986154372859317624342869751167425893,27,39,15,0,1,2,0,0,0,Intermediate,
.....82...8...2.13.......4.6..4..1...3.7...6..7..5......85..37..21.6......7.1...6,746138295589642713213975648692483157835791462174256839468529371921367584357814926,25,54,21,2,0,1,0,3,2,Expert,
9...67......9..5.2..4...3....1..4...........5......7.9..94.3..774..1.2.3.6..7..5.,952367841316948572874125396531794628697281435428536719289453167745619283163872954,25,42,14,0,0,0,0,0,0,Easy,
.3..2...6...8.79......13..8...5.2.9....7....3....6.1............92.8..6.7.625..1.,831925476265847931947613528614532897528791643379468152453176289192384765786259314,25,56,0,0,0,0,0,0,0,Simple,
....3251....6.......87........26..3..5...897.6.3..58.........6......71..3.182....,476932518529681347138754692817269435254318976693475821785193264962547183341826759,25,48,18,0,0,0,1,2,2,Expert,
.....7.4.....4..183..9..7...9......2..4..9.5.5..17....1.87.3.......54.2....2.....,816527943957346218342918765791485632284639157563172489128763594679854321435291876,24,47,10,0,0,0,0,0,0,Easy,
6..1...25.89....34..14.....45.6..2............62..38...1..84.....6..2...345......,634178925789265134521439678458697213973821456162543897217384569896752341345916782,26,40,14,2,0,4,0,1,0,Expert,
4....12.8....96..1..3..76............2....7.4..1...3..316......7..1.986...8..3.2.,469531278287496531153287649634715982925368714871924356316872495742159863598643127,26,42,13,3,0,0,0,0,0,Intermediate,
4.852....29..6.7....64......2......8.......5...3....97.5.83...2...6....3.79..25..,418527369295368741736491825924756138167983254583214697651839472842675913379142586,26,45,13,1,0,0,0,2,2,Expert,
.1...4.....8...7..26.......49.5..1.....2.64.9..6..1...57......4.4.6789...........,715824693938165742264793518493587126157236489826941375579312864342678951681459237,24,48,9,1,0,0,0,0,0,Intermediate,
..5.27.........8..7..1.39..9...1..3.....3.4...8.5...79.24...3..3..........7..85..,845927613139456827762183954976814235251739486483562179524671398398245761617398542,24,39,18,0,0,0,0,0,0,Easy,
8..4.7....938.6.....1.....9.....39..1.....382.2.....1.4......6..7....2..........7,852497631793816524641532879587123946169754382324968715435279168978641253216385497,22,50,9,0,0,0,0,0,0,Easy,
...36.5.4....41.....8.......5...34..7.2.....1.6.2..3.8.....6......45.2....6.8.14.,217368594593741862648529713851673429732894651964215378425136987189457236376982145,25,78,32,2,0,0,2,7,10,Expert,
..6..7.2...23..5.7.1.......7.......9.9....2.6.6.8..37...91.5.......3...8..1.8.6.3,536947821942318567817256934758623419193574286264891375389165742675432198421789653,26,40,14,1,0,0,0,1,0,Expert,
..42...5........9..1.6..27.8..75.6....2.......65.2..18.76...94..2...45..........1,684297153237541896519638274841753629792816435365429718176385942923164587458972361,26,64,11,0,0,0,0,4,4,Expert,
..9..8..7.....726.5..........2.5.91.7..39..52.......3..789.5.........1.6....6....,369128547814537269527649381432756918781394652956281734678915423245873196193462875,24,40,17,0,0,0,0,0,0,Easy,
...25.1....2.945...431......94...2....1.....9.5.......1....3.28.28.69..3.....16..,976258134812394576543176892394617285281435769657982341165743928728569413439821657,27,37,16,2,0,0,0,1,0,Expert,
.....612..6.18............5.3.5..71..27.6..83....34...6....7...1.2....7....2...48,398456127765182394241379865439528716527961483816734952654897231182643579973215648,26,45,19,2,0,1,0,3,2,Expert,
....563..1...37.8...71.8...4.8...1....1....477......38.....4.6.....2.5...52......,289456371146237985537198426468372159391865247725941638913584762874629513652713894,25,42,14,5,0,0,0,0,0,Intermediate,
..............9..8...4..2..8......9.1....74.5..6.5..81.8....7.474.6.21..5........,428576913367219548915438276854321697139867425276954381682195734743682159591743862,23,43,15,0,0,0,0,0,0,Easy,
81.5....3..94.....2...1...9..12..6..53.9..2..9............3.8.5.4.1............12,814569723359427186267318549471253698538946271926871354192734865645182937783695412,24,36,21,1,0,0,0,0,0,Intermediate,
31.9.7..8.......9..86.......9.5.....6.......747.1.....5..4...31...3.157......68.4,315947268742638195986215743291574386653892417478163952527489631864321579139756824,26,52,10,0,0,2,0,2,2,Expert,
.2.3.1...356....9...1.6.....82......1..5.7....95....86...2.3...........9...6185..,924351678356872491871469253482936715163587942795124386517293864638745129249618537,25,37,19,3,1,1,0,0,0,Intermediate,
..9...3..35.....7..1...5.....61....7.835...4.....8..1.....189..6.......3.9.....68,469721385352896471817435692526149837183567249974283516735618924648972153291354768,24,27,29,2,0,0,0,1,0,Expert,
7...2..54.2.9.....1....6......57.....9............354....4..6..5.7.1......1362.7.,736128954824935167159746382613574298495281736278693541382457619567819423941362875,24,40,17,0,0,0,0,0,0,Easy,
3...9.....4..2.8.7.51...9.....5.1...1.3.74....7..8...4...9.......8.3......4.18..9,327896145946125837851743926489561372163274598275389614612957483598432761734618259,25,49,14,1,0,0,0,4,4,Expert,
7......6....4..8....4....1...2.3.4.7....8.52.8...7...3..1...7....3..8..22...6.1..,758391264139426875624857319912635487376984521845172693581249736463718952297563148,24,48,9,0,0,0,0,0,0,Easy,
6.9...71.72..6.9....8....4.8....12.996..7......4..2.7.13..........71............3,649238715721564938358197642873641259962375481514982376135429867286713594497856123,25,48,8,0,0,0,0,0,0,Easy,
...8.........4..922..51.........5.1..2..6........814.6.6.....84..1.9....9.8..435.,619832745583746192247519863836475219124963578795281436362157984451398627978624351,25,59,4,0,0,0,0,4,4,Expert,
..6579............5.9....32...3...5..6........15..7.8..52..17.....8.....3.1.2...9,236579418184632597579184632728316954963458271415297386852961743697843125341725869,24,46,10,4,0,0,0,1,0,Expert,
314....7.......9159.......81..4..38..39......2...9.5.......8..45.8.7...1...9...5.,314859276872634915965127438157462389439785162286391547693518724548273691721946853,26,37,18,0,0,0,0,0,0,Easy,
8.5.2..4..945.7.....3.8..7.2.1..4583...235................42......3.......89.1.52,875123946194567238623489175261794583489235761537618429956842317712356894348971652,28,37,16,0,0,0,0,0,0,Easy,
..18..4..87.......5..1.....615.....8.....1.3.7.3...6..98.43.1....4....8....68...5,361829457879543261542176893615394728428761539793258614986435172254917386137682945,26,31,24,0,0,0,0,0,0,Easy,
1..37.82..7..4.1.....2.....3.1...4.9.2..16...98.............2..837.....669.......,169375824273648195548291637351827469724916358986534712415769283837152946692483571,25,38,18,1,0,1,0,0,0,Intermediate,
..5..827..7..536....196....7.9.......1......8.2...1....5.....92..8..6.15.....9..6,365148279974253681281967534749685123513792468826431957657814392498326715132579846,26,47,8,0,0,0,0,0,0,Easy,
89.7.......5.1.........2...9.1.......6.4........5..7.21...6.4..4....528.78.9.41.5,894753621275619834613842957921387546567421398348596712159268473436175289782934165,26,51,4,0,0,0,0,0,0,Easy,
62...1.94...6..8...81.79....19....6...8.....7....6..51....1...9..5846......2.....,623581794957624813481379526219457368568132947734968251842715639395846172176293485,26,38,17,1,0,0,0,0,0,Intermediate,
.1...35....45.81.2.....7.43381.....5.5......672.1....4..........4......1...34..8.,217463598634598172598217643381674925459832716726159834863921457942785361175346289,26,42,13,2,0,0,0,0,0,Intermediate,
......1..8.42...7........8.........87....6.9.2.659..4.97.8.246.4....5.1.1..67.5..,329768154814259376657341982591427638743186295286593741975812463462935817138674529,28,73,8,3,0,0,0,4,4,Expert,
5.....4..89..............3.7.2.41..5....7...2.....8.74.....51...173.9...48..1..2.,573962481894137256261854739732641895948573612156298374329485167617329548485716923,25,39,17,1,0,0,0,0,0,Intermediate,
5.....6.9..6.8...7..8..4.2.....5...4.....8.72.52743.96..7..5.......26....94.7....,543217689216389457978564321769152834431698572852743196627435918185926743394871265,28,47,6,0,0,0,0,0,0,Easy,
8........4.63..........8..4...........5..1..8...845.13.3..174.57..6...31..8...7.9,893574126416392857572168394981736542345921678267845913639217485754689231128453769,26,41,14,0,0,0,0,0,0,Easy,
..872..........3.2......14.24..3...675..84.1.8.356..2..............4..57...6.5...,438721695691458372527396148249137586756284913813569724375812469162943857984675231,26,48,6,2,1,0,0,1,0,Expert,
4.....6....3....5..8.1...24.5.2..1.62....3......86........8......83169....1.95...,492578613173624859685139724859247136216953478347861295934782561528316947761495382,25,57,18,2,0,2,1,3,2,Expert,
...6.4........3..9..9...6.25.37.....7.25..1.4.....1.57....52..3...4.....6..13..2.,258694371476213589139875642513748296782569134964321857841952763327486915695137428,26,51,14,2,1,4,0,3,2,Expert,
.4..7.15.7...5..38..84..............4....1.72......314.....2.83..5....6..7..15...,349278156762159438158463927231847695496531872587926314614792583925384761873615249,25,45,11,0,0,0,0,0,0,Easy,
...8..7.....219...5.874..3..5..7..4.9..1.....3.4.8.1.7.4....283......4....7......,492853761763219854518746932851972346976134528324685197149567283685321479237498615,26,37,18,0,0,0,0,0,0,Easy,
....8..45...1.....52.7.46..6.2.......1.......4.8...29.87.2.....2.....7.....5..4.1,167982345384165972529734618692857134713429856458316297871243569245691783936578421,24,25,30,2,0,1,0,2,0,Expert,
.8..7...2.2...6..5.71....3........68.....1...348....1.254.3.7..7...8..........324,685973142923416875471528639192357468567841293348692517254139786736284951819765324,26,39,16,0,0,0,0,0,0,Easy,
..4....3....9.........5.......1..86.....68...1..34.29.36..8..4..5...29.....6..18.,594216738628973451713854629435129867972568314186347295369781542851432976247695183,24,49,8,0,0,0,0,0,0,Easy,
1......9..8...5.....9..3........6...527.3.86...8.7...986...7.3..7.....2.3..2.91..,136724598284695713759813642493586271527931864618472359862147935971358426345269187,26,41,14,0,0,0,0,0,0,Easy,
36...5...7..91..3.5.43...78......9..4..5.3....85.4.......4..6...4....8.9..6.....5,361785492728914536594326178632178954479563281185249367857491623243657819916832745,26,35,19,3,0,0,2,1,0,Expert,
....614.5.....96..4...3..7.593........6....9.7........12..9.....7.1..5........34.,987261435235479618461538972593612784816754293742983156124395867378146529659827341,23,43,15,0,0,0,0,0,0,Easy,
7...62.............958...6......9....6..84...2.735........3.64..3.4.......97.8..2,714562389826193754395847261451679823963284175287351496172935648538426917649718532,24,48,9,0,0,0,0,0,0,Easy,
..2.....6.6..51..841.3...95....8..5.3.5...2..8......1......9.....64.8....5...6...,572894136963751428418362795641283957395617284827945613284579361136428579759136842,24,34,23,0,0,0,0,0,0,Easy,
.......1.3......2..45.8.......2.1.76..7.54..26...7.4...6.8.32..58..4......3....6.,296435817378169524145782693854291376937654182621378459769813245582946731413527968,26,27,24,1,0,0,0,4,0,Expert,
9.......6...4.6.....1..8..9679.31........9...18........37.1..2....8...67....2.4.3,954172836328496715761358249679231584243589671185764392437615928592843167816927453,25,107,24,3,0,1,0,12,22,Expert,
.....5.6...879....57...3.8............6.843.27..3.265..8.6....9.4.........9......,931825467468791523572463981823576194156984372794312658385647219247159836619238745,24,42,15,0,0,0,0,0,0,Easy,
2............3.5....36.....3...72...7...9.1.34.2..1.676.5..4.1..7.......9..51....,289145736167938542543627981316872495758496123492351867635784219871269354924513678,25,48,7,0,0,0,0,1,0,Expert,
.....1.9....4...63..7.....27.4..2...6.....7..2.5.1.9...6......5..9..5.461.36.4.7.,346281597928457163517369482734892651691543728285716934462978315879135246153624879,27,37,16,1,0,0,0,1,0,Expert,
....4...66.4.....8..............1.8.4.3..52..5..76..14..2.5....3.58.........16.75,287549136654132798931678452796421583413985267528763914162357849375894621849216375,25,48,8,0,0,0,0,0,0,Easy,
5....3...28.....3..3..82.......2....42.7..65.76..1..4.....7.18......827..4.....65,574963821289157436136482597958624713421739658763815942392576184615348279847291365,27,54,0,0,0,0,0,0,0,Simple,
.27..9......2...691...5.8...1..72...635....1.7...6.....9.3.5...5.3.8......1.2....,827639451354218769169457832918572346635894217742163985296345178573981624481726593,26,50,5,0,0,0,0,0,0,Easy,
.............813....4...6.839...8.6.2.........6.42..73.....9.....38....71...672..,938654721526781349714293658395178462247936815861425973472319586653842197189567234,24,44,13,1,0,0,0,0,0,Intermediate,
.......87...8.4.6.5...7...1.5.........1....5.4...9.7....6..827...4..6..9...9.2.1.,142365987739814562568279341657423198921687453483591726396148275214756839875932614,24,44,13,3,0,0,0,0,0,Intermediate,
.2457..9....6...1486..........7....9.......8.17..8...2...........9.4.6.1.8..192..,324571896957628314861493527548732169692154783173986452415267938239845671786319245,25,35,21,0,0,0,0,0,0,Easy,
...2.7.5.8..56...9.....4..272........9....4.83..8..7...4..7.................936..,419237856872561349653984172728345961591726438364819725946172583137658294285493617,22,40,19,0,0,0,0,0,0,Easy,
.6.8....37.46.25...2..4...7..2...9.....3.4..8....5.7......764.....283.9......9...,165897243784632519923145867512768934697324158348951726239576481471283695856419372,26,43,10,0,0,0,0,2,0,Expert,
